Date,Power_kW,temp_C,HR,solarRad_W/m2,Power-1,Hour,HDH
2017-01-01 19:00:00,49.652377,8.984166666666665,75.88333333333334,1.4498333333333333,48.695784,19,0.0
2017-01-01 20:00:00,48.608821,9.186666666666667,76.85833333333333,1.3549999999999998,49.652377,20,0.0
2017-01-01 21:00:00,44.7079405,9.174166666666666,78.6,1.3435833333333334,48.608821,21,0.0
2017-01-01 22:00:00,44.293446,10.007499999999999,77.71666666666667,1.2211666666666667,44.7079405,22,0.0
2017-01-01 23:00:00,43.37662,9.882307692307693,80.23846153846155,1.500230769230769,44.293446,23,0.0
2017-01-02 00:00:00,43.877640500000005,9.47166666666667,83.45833333333334,1.1796666666666664,43.37662,0,0.0
2017-01-02 01:00:00,42.577346999999996,10.209166666666667,84.08333333333333,1.8166666666666667,43.877640500000005,1,0.0
2017-01-02 02:00:00,42.395555,9.975833333333332,85.5,1.1193333333333333,42.577346999999996,2,0.0
2017-01-02 03:00:00,42.2406385,9.791666666666666,87.19166666666666,1.5486666666666666,42.395555,3,0.0
2017-01-02 04:00:00,42.4233045,9.895000000000001,86.625,1.507,42.2406385,4,0.0
2017-01-02 05:00:00,45.7995665,10.042499999999999,84.8,1.5416666666666663,42.4233045,5,0.0
2017-01-02 06:00:00,52.511886499999996,10.42,81.575,1.7425833333333334,45.7995665,6,0.0
2017-01-02 07:00:00,86.14296949999999,10.256666666666666,82.43333333333332,1.7679166666666666,52.511886499999996,7,0.0
2017-01-02 08:00:00,107.1224655,10.105833333333335,80.65833333333335,18.45658333333333,86.14296949999999,8,0.0
2017-01-02 09:00:00,119.85009050000001,10.384166666666667,79.49166666666667,42.23916666666667,107.1224655,9,0.0
2017-01-02 10:00:00,191.813721,10.936666666666667,77.7,51.625,119.85009050000001,10,0.0
2017-01-02 11:00:00,196.6576475,11.874166666666667,74.69999999999999,40.548333333333325,191.813721,11,0.0
2017-01-02 12:00:00,187.0340335,12.63,73.76666666666667,50.6325,196.6576475,12,0.0
2017-01-02 13:00:00,187.972054,13.617500000000001,70.11833333333334,22.35916666666667,187.0340335,13,0.0
2017-01-02 14:00:00,198.83696650000002,13.714166666666669,71.26083333333334,16.667083333333334,187.972054,14,0.0
2017-01-02 15:00:00,199.73085,13.20083333333333,77.0,33.44916666666666,198.83696650000002,15,0.0
2017-01-02 16:00:00,203.65926149999999,13.099166666666667,76.81666666666668,6.4188333333333345,199.73085,16,0.0
